Run,Security,Year,Price,Delta,IsSplit,IsBust,Yield,AvgRateOfReturn
379,Stryker,4,115,-20,False,False,0,0.258312327754252
379,Tri-City,4,132,12,False,False,0,0.0720080862533693
379,United,4,105,21,False,False,2,0.0449801587301587
379,Uranium,4,126,18,False,False,6,0.119419191919192
379,Valley Power,4,118,7,False,False,3,0.0707383344883345
379,CCity Bonds,5,100,0,False,False,5,0.05
379,Growth Corp,5,134,7,False,False,1,0.0693397855314311
379,Metro Prop,5,124,-6,False,False,0,0.0450463253749038
379,Pioneer,5,119,10,False,False,4,0.0756438375183268
379,Shady,5,75,-10,False,False,0,-0.0553367281839986
379,Stryker,5,145,30,False,False,0,0.258823775246879
379,Tri-City,5,138,6,False,False,0,0.0666973780936045
379,United,5,86,-19,False,False,2,0.00360317460317459
379,Uranium,5,148,22,False,False,6,0.139979797979798
379,Valley Power,5,116,-2,False,False,3,0.0582855828449049
379,CCity Bonds,6,100,0,False,False,5,0.05
379,Growth Corp,6,139,5,False,False,1,0.0652458411766901
379,Metro Prop,6,131,7,False,False,0,0.0469472066296241
379,Pioneer,6,118,-1,False,False,4,0.0672382119375412
379,Shady,6,72,-3,False,False,0,-0.0527806068199989
379,Stryker,6,95,45,True,False,0,0.267410617303434
379,Tri-City,6,144,6,False,False,0,0.0628275252229313
379,United,6,76,-10,False,False,2,-0.0125012304663468
379,Uranium,6,79,10,True,False,6,0.141424606424606
379,Valley Power,6,120,4,False,False,3,0.0586287903017885
379,CCity Bonds,7,100,0,False,False,5,0.05
379,Growth Corp,7,76,12,True,False,1,0.0713412451606984
379,Metro Prop,7,145,14,False,False,0,0.0555076383979112
379,Pioneer,7,131,13,False,False,4,0.0782138668907738
379,Shady,7,82,10,False,False,0,-0.0253992502901578
379,Stryker,7,105,10,False,False,0,0.244246694530763
379,Tri-City,7,82,20,True,False,0,0.0736934343180681
379,United,7,97,21,False,False,2,0.0325177423070411
379,Uranium,7,104,25,False,False,6,0.17727895740554
379,Valley Power,7,128,8,False,False,3,0.0633484869253425
379,CCity Bonds,8,100,0,False,False,5,0.05
379,Growth Corp,8,83,7,False,False,1,0.0755814842524532
379,Metro Prop,8,139,-6,False,False,0,0.0433967698050688
379,Pioneer,8,141,10,False,False,4,0.0817959121553813
379,Shady,8,72,-10,False,False,0,-0.0374682464429124
379,Stryker,8,135,30,False,False,0,0.249430143428703
379,Tri-City,8,88,6,False,False,0,0.0736280964917242
379,United,8,78,-19,False,False,2,0.0065458080238156
379,Uranium,8,126,22,False,False,6,0.188772933883693
379,Valley Power,8,126,-2,False,False,3,0.0564064885596747
379,CCity Bonds,9,100,0,False,False,5,0.05
379,Growth Corp,9,106,23,False,False,1,0.0993120556139611
379,Metro Prop,9,84,28,True,False,0,0.0617563613295256
379,Pioneer,9,139,-2,False,False,4,0.0742835216006857
379,Shady,9,83,11,False,False,0,-0.0163297993072802
379,Stryker,9,96,56,True,False,0,0.26862926329465
379,Tri-City,9,107,19,False,False,0,0.0894370958714316
379,United,9,108,30,False,False,2,0.051402541605215
379,Uranium,9,78,29,True,False,6,0.204835200489209
379,Valley Power,9,140,14,False,False,3,0.0651302825997814
379,CCity Bonds,10,100,0,False,False,5,0.05
379,Growth Corp,10,123,17,False,False,1,0.106361982128037
379,Metro Prop,10,105,21,False,False,0,0.0805807251965731
379,Pioneer,10,76,13,True,False,4,0.0819630831096818
379,Shady,10,81,-2,False,False,0,-0.017106457930769
379,Stryker,10,133,37,False,False,0,0.280308003631852
379,Tri-City,10,130,23,False,False,0,0.101988713387092
379,United,10,131,23,False,False,2,0.0694104355928417
379,Uranium,10,97,19,False,False,6,0.21640296249157
379,Valley Power,10,77,14,True,False,3,0.0729029686255176
380,CCity Bonds,1,100,0,False,False,5,0.05
380,Growth Corp,1,108,8,False,False,1,0.0900000000000001
380,Metro Prop,1,106,6,False,False,0,0.0600000000000001
380,Pioneer,1,104,4,False,False,4,0.0800000000000001
380,Shady,1,96,-4,False,False,0,-0.04
380,Stryker,1,140,40,False,False,0,0.4
380,Tri-City,1,108,8,False,False,0,0.0800000000000001
380,United,1,104,4,False,False,2,0.0600000000000001
380,Uranium,1,88,-12,False,False,6,-0.0600000000000001
380,Valley Power,1,103,3,False,False,3,0.0600000000000001
380,CCity Bonds,2,100,0,False,False,5,0.05
380,Growth Corp,2,113,5,False,False,1,0.0727777777777778
380,Metro Prop,2,113,7,False,False,0,0.0630188679245284
380,Pioneer,2,103,-1,False,False,4,0.0544230769230769
380,Shady,2,93,-3,False,False,0,-0.035625
380,Stryker,2,93,45,True,False,0,0.364285714285714
380,Tri-City,2,114,6,False,False,0,0.0677777777777778
380,United,2,94,-10,False,False,2,-0.00846153846153841
380,Uranium,2,98,10,False,False,6,0.0609090909090909
380,Valley Power,2,107,4,False,False,3,0.0639805825242719
380,CCity Bonds,3,100,0,False,False,5,0.05
380,Growth Corp,3,133,20,False,False,1,0.110465421173386
380,Metro Prop,3,128,15,False,False,0,0.0862603662269717
380,Pioneer,3,118,15,False,False,4,0.0977707244212098
380,Shady,3,100,7,False,False,0,0.00133960573476699
380,Stryker,3,73,-20,False,False,0,0.171172555043523
380,Tri-City,3,129,15,False,False,0,0.0890448343079922
380,United,3,107,13,False,False,2,0.0475504637206765
380,Uranium,3,88,-10,False,False,6,0.0270006184291898
380,Valley Power,3,119,12,False,False,3,0.0893826936454647
380,CCity Bonds,4,100,0,False,False,5,0.05
380,Growth Corp,4,131,-2,False,False,1,0.0809693666319191
380,Metro Prop,4,134,6,False,False,0,0.0764140246702288
380,Pioneer,4,115,-3,False,False,4,0.075446687383704
380,Shady,4,92,-8,False,False,0,-0.0189952956989247
380,Stryker,4,53,-20,False,False,0,0.0598862655977105
380,Tri-City,4,136,7,False,False,0,0.0803495172038624
380,United,4,117,10,False,False,2,0.0637002309680775
380,Uranium,4,102,14,False,False,6,0.0770686456400742
380,Valley Power,4,125,6,False,False,3,0.0859445832593086
380,CCity Bonds,5,100,0,False,False,5,0.05
380,Growth Corp,5,139,8,False,False,1,0.0785159513208024
380,Metro Prop,5,140,6,False,False,0,0.07008644361678
380,Pioneer,5,119,4,False,False,4,0.0742703933852241
380,Shady,5,88,-4,False,False,0,-0.0238918887330528
380,Stryker,5,93,40,False,False,0,0.198852408704584
380,Tri-City,5,144,8,False,False,0,0.0760443196454429
380,United,5,121,4,False,False,2,0.0612165950308722
380,Uranium,5,90,-12,False,False,6,0.0498902106297064
380,Valley Power,5,128,3,False,False,3,0.0783556666074469
380,CCity Bonds,6,100,0,False,False,5,0.05
380,Growth Corp,6,144,5,False,False,1,0.0726242040383186
380,Metro Prop,6,147,7,False,False,0,0.0667387030139834
380,Pioneer,6,118,-1,False,False,4,0.0660936751599556
380,Shady,6,85,-3,False,False,0,-0.0255917254593622
380,Stryker,6,138,45,False,False,0,0.246355501877476
380,Tri-City,6,75,6,True,False,0,0.0703147108156468
380,United,6,111,-10,False,False,2,0.0399945454458371
380,Uranium,6,100,10,False,False,6,0.071204805154385
380,Valley Power,6,132,4,False,False,3,0.0744109721728724
380,CCity Bonds,7,100,0,False,False,5,0.05
380,Growth Corp,7,81,18,True,False,1,0.0820905875884
380,Metro Prop,7,85,23,True,False,0,0.0795564004454162
380,Pioneer,7,129,11,False,False,4,0.0748115278610758
380,Shady,7,97,12,False,False,0,-0.00176769745256257
380,Stryker,7,92,46,True,False,0,0.25878090637117
380,Tri-City,7,93,18,False,False,0,0.0945554664134116
380,United,7,106,-5,False,False,2,0.0304200350925708
380,Uranium,7,134,34,False,False,6,0.118175547275187
380,Valley Power,7,147,15,False,False,3,0.083261352771553
380,CCity Bonds,8,100,0,False,False,5,0.05
380,Growth Corp,8,104,23,False,False,1,0.108866301176887
380,Metro Prop,8,113,28,False,False,0,0.110788320977975
380,Pioneer,8,127,-2,False,False,4,0.0673980713745653
380,Shady,8,108,11,False,False,0,0.0126285224609665
380,Stryker,8,148,56,False,False,0,0.302520249596512
380,Tri-City,8,112,19,False,False,0,0.108273667520337
380,United,8,136,30,False,False,2,0.0643533797626032
380,Uranium,8,82,29,True,False,6,0.142582708343401
380,Valley Power,8,81,14,True,False,3,0.0907108265322517
380,CCity Bonds,9,100,0,False,False,5,0.05
380,Growth Corp,9,111,7,False,False,1,0.105317054037575
380,Metro Prop,9,107,-6,False,False,0,0.0925788025212281
380,Pioneer,9,137,10,False,False,4,0.0721578657187737
380,Shady,9,98,-10,False,False,0,0.000937287455015509
380,Stryker,9,89,30,True,False,0,0.291429411052756
380,Tri-City,9,118,6,False,False,0,0.102195640970459
380,United,9,117,-19,False,False,2,0.0433141153445362
380,Uranium,9,104,22,False,False,6,0.164680564597928
380,Valley Power,9,79,-2,False,False,3,0.0820035879189288
380,CCity Bonds,10,100,0,False,False,5,0.05
380,Growth Corp,10,128,17,False,False,1,0.111001564850034
380,Metro Prop,10,128,21,False,False,0,0.102947090493404
380,Pioneer,10,75,13,True,False,4,0.080270546300181
380,Shady,10,96,-2,False,False,0,-0.00119725761701666
380,Stryker,10,126,37,False,False,0,0.303859503655345
380,Tri-City,10,141,23,False,False,0,0.111467602297142
380,United,10,140,23,False,False,2,0.0603502251776039
380,Uranium,10,123,19,False,False,6,0.172250969676597
380,Valley Power,10,93,14,False,False,3,0.0953222164688081
381,CCity Bonds,1,100,0,False,False,5,0.05
381,Growth Corp,1,109,9,False,False,1,0.1
381,Metro Prop,1,110,10,False,False,0,0.1
381,Pioneer,1,107,7,False,False,4,0.11
381,Shady,1,95,-5,False,False,0,-0.05
381,Stryker,1,80,-20,False,False,0,-0.2
381,Tri-City,1,112,12,False,False,0,0.12
381,United,1,121,21,False,False,2,0.23
381,Uranium,1,118,18,False,False,6,0.24
381,Valley Power,1,107,7,False,False,3,0.1
381,CCity Bonds,2,100,0,False,False,5,0.05
381,Growth Corp,2,117,8,False,False,1,0.0912844036697248
381,Metro Prop,2,116,6,False,False,0,0.0772727272727273
381,Pioneer,2,111,4,False,False,4,0.0923831775700935
381,Shady,2,91,-4,False,False,0,-0.0460526315789474
381,Stryker,2,120,40,False,False,0,0.15
381,Tri-City,2,120,8,False,False,0,0.0957142857142858
381,United,2,125,4,False,False,2,0.139793388429752
381,Uranium,2,106,-12,False,False,6,0.0945762711864407
381,Valley Power,2,110,3,False,False,3,0.0780373831775701
381,CCity Bonds,3,100,0,False,False,5,0.05
381,Growth Corp,3,125,8,False,False,1,0.0864972947541755
381,Metro Prop,3,122,6,False,False,0,0.0687565308254963
381,Pioneer,3,115,4,False,False,4,0.085612809070753
381,Shady,3,87,-4,False,False,0,-0.0453537690379796
381,Stryker,3,80,40,True,False,0,0.211111111111111
381,Tri-City,3,128,8,False,False,0,0.0860317460317461
381,United,3,129,4,False,False,2,0.109195592286501
381,Uranium,3,94,-12,False,False,6,0.0441829229293252
381,Valley Power,3,113,3,False,False,3,0.0702067403001982
381,CCity Bonds,4,100,0,False,False,5,0.05
381,Growth Corp,4,131,6,False,False,1,0.0788729710656316
381,Metro Prop,4,126,4,False,False,0,0.0597641194305977
381,Pioneer,4,118,3,False,False,4,0.0794269981074126
381,Shady,4,90,3,False,False,0,-0.0253946371233122
381,Stryker,4,65,-15,False,False,0,0.111458333333333
381,Tri-City,4,133,5,False,False,0,0.0742894345238095
381,United,4,137,8,False,False,2,0.101276539176116
381,Uranium,4,86,-8,False,False,6,0.0278180432608237
381,Valley Power,4,118,5,False,False,3,0.0703541702693965
381,CCity Bonds,5,100,0,False,False,5,0.05
381,Growth Corp,5,76,20,True,False,1,0.0982128806692992
381,Metro Prop,5,141,15,False,False,0,0.071620819354002
381,Pioneer,5,133,15,False,False,4,0.0957449883164386
381,Shady,5,97,7,False,False,0,-0.00476015414309425
381,Stryker,5,45,-20,False,False,0,0.0276282051282051
381,Tri-City,5,148,15,False,False,0,0.0819879385964912
381,United,5,75,13,True,False,2,0.105838749589068
381,Uranium,5,76,-10,False,False,6,0.0129521090272636
381,Valley Power,5,130,12,False,False,3,0.0817070650290765
381,CCity Bonds,6,100,0,False,False,5,0.05
381,Growth Corp,6,81,5,False,False,1,0.0950019619612581
381,Metro Prop,6,148,7,False,False,0,0.067958247806822
381,Pioneer,6,132,-1,False,False,4,0.0835468887599394
381,Shady,6,94,-3,False,False,0,-0.00912143429450294
381,Stryker,6,90,45,False,False,0,0.189690170940171
381,Tri-City,6,77,6,True,False,0,0.0750800389204995
381,United,6,65,-10,False,False,2,0.0704211802131124
381,Uranium,6,86,10,False,False,6,0.045881143487632
381,Valley Power,6,134,4,False,False,3,0.0770635798319228
381,CCity Bonds,7,100,0,False,False,5,0.05
381,Growth Corp,7,87,6,False,False,1,0.0937759321219955
381,Metro Prop,7,76,4,True,False,0,0.0621109305525655
381,Pioneer,7,135,3,False,False,4,0.0791873765128485
381,Shady,7,97,3,False,False,0,-0.00325910173571377
381,Stryker,7,75,-15,False,False,0,0.138782051282051
381,Tri-City,7,82,5,False,False,0,0.0736307569225802
381,United,7,73,8,False,False,2,0.0823390335892612
381,Uranium,7,78,-8,False,False,6,0.0360044352817576
381,Valley Power,7,139,5,False,False,3,0.0745832816469786
381,CCity Bonds,8,100,0,False,False,5,0.05
381,Growth Corp,8,96,9,False,False,1,0.0964217566987001
381,Metro Prop,8,86,10,False,False,0,0.0707944326545475
381,Pioneer,8,142,7,False,False,4,0.0794741396339276
381,Shady,8,92,-5,False,False,0,-0.00929501298782172
381,Stryker,8,55,-20,False,False,0,0.0881009615384615
381,Tri-City,8,94,12,False,False,0,0.082719595234087
381,United,8,94,21,False,False,2,0.111430216034439
381,Uranium,8,96,18,False,False,6,0.0699654193330764
381,Valley Power,8,146,7,False,False,3,0.0742531771965019
381,CCity Bonds,9,100,0,False,False,5,0.05
381,Growth Corp,9,113,17,False,False,1,0.106541561509956
381,Metro Prop,9,107,21,False,False,0,0.0900601675275564
381,Pioneer,9,78,13,True,False,4,0.08785807717069
381,Shady,9,90,-2,False,False,0,-0.0106776927041507
381,Stryker,9,92,37,False,False,0,0.153059440559441
381,Tri-City,9,117,23,False,False,0,0.100715290326281
381,United,9,117,23,False,False,2,0.128599908342669
381,Uranium,9,115,19,False,False,6,0.0911266690368086
381,Valley Power,9,80,14,True,False,3,0.0812235243268754
381,CCity Bonds,10,100,0,False,False,5,0.05
381,Growth Corp,10,133,20,False,False,1,0.11447147615542
381,Metro Prop,10,122,15,False,False,0,0.0950728423635858
381,Pioneer,10,93,15,False,False,4,0.103431243812595
381,Shady,10,97,7,False,False,0,-0.00183214565595786
381,Stryker,10,72,-20,False,False,0,0.116014366068714
381,Tri-City,10,132,15,False,False,0,0.103464274114165
381,United,10,130,13,False,False,2,0.128560430328915
381,Uranium,10,105,-10,False,False,6,0.0785357412635626
381,Valley Power,10,92,12,False,False,3,0.0918511718941879
382,CCity Bonds,1,100,0,False,False,5,0.05
382,Growth Corp,1,107,7,False,False,1,0.0800000000000001
382,Metro Prop,1,94,-6,False,False,0,-0.0600000000000001
382,Pioneer,1,110,10,False,False,4,0.14
382,Shady,1,90,-10,False,False,0,-0.1
382,Stryker,1,130,30,False,False,0,0.3
382,Tri-City,1,106,6,False,False,0,0.0600000000000001
382,United,1,81,-19,False,False,2,-0.17
382,Uranium,1,122,22,False,False,6,0.28
382,Valley Power,1,98,-2,False,False,3,0.01
382,CCity Bonds,2,100,0,False,False,5,0.05
382,Growth Corp,2,125,18,False,False,1,0.128785046728972
382,Metro Prop,2,117,23,False,False,0,0.0923404255319149
382,Pioneer,2,121,11,False,False,4,0.138181818181818
382,Shady,2,102,12,False,False,0,0.0166666666666667
382,Stryker,2,88,46,True,False,0,0.326923076923077
382,Tri-City,2,124,18,False,False,0,0.114905660377358
382,United,2,76,-5,False,False,2,-0.103518518518519
382,Uranium,2,78,34,True,False,6,0.328524590163934
382,Valley Power,2,113,15,False,False,3,0.0968367346938775
382,CCity Bonds,3,100,0,False,False,5,0.05
382,Growth Corp,3,134,9,False,False,1,0.112523364485981
382,Metro Prop,3,127,10,False,False,0,0.0900503121779717
382,Pioneer,3,128,7,False,False,4,0.122424242424242
382,Shady,3,97,-5,False,False,0,-0.00522875816993466
382,Stryker,3,68,-20,False,False,0,0.142191142191142
382,Tri-City,3,136,12,False,False,0,0.108861838101035
382,United,3,97,21,False,False,2,0.0318648473034437
382,Uranium,3,96,18,False,False,6,0.321580496006726
382,Valley Power,3,120,7,False,False,3,0.094056348202998
382,CCity Bonds,4,100,0,False,False,5,0.05
382,Growth Corp,4,139,5,False,False,1,0.0955865532152322
382,Metro Prop,4,134,7,False,False,0,0.0813172616925339
382,Pioneer,4,127,-1,False,False,4,0.0976775568181818
382,Shady,4,94,-3,False,False,0,-0.0116535273903376
382,Stryker,4,113,45,False,False,0,0.272084533113945
382,Tri-City,4,142,6,False,False,0,0.0926757903404819
382,United,4,87,-10,False,False,2,0.00328007877655187
382,Uranium,4,106,10,False,False,6,0.282852038671711
382,Valley Power,4,124,4,False,False,3,0.0851255944855818
382,CCity Bonds,5,100,0,False,False,5,0.05
382,Growth Corp,5,76,12,True,False,1,0.0980519763851354
382,Metro Prop,5,148,14,False,False,0,0.0859493317420868
382,Pioneer,5,140,13,False,False,4,0.104913698997853
382,Shady,5,104,10,False,False,0,0.0119537738324108
382,Stryker,5,123,10,False,False,0,0.235366741535404
382,Tri-City,5,81,20,True,False,0,0.102309646356893
382,United,5,108,21,False,False,2,0.0554976262396323
382,Uranium,5,131,25,False,False,6,0.284772196975105
382,Valley Power,5,132,8,False,False,3,0.0858424110723364
382,CCity Bonds,6,100,0,False,False,5,0.05
382,Growth Corp,6,96,20,False,False,1,0.127762611899894
382,Metro Prop,6,82,15,True,False,0,0.0896424611364237
382,Pioneer,6,78,15,True,False,4,0.115999511069639
382,Shady,6,111,7,False,False,0,0.0211794269116244
382,Stryker,6,103,-20,False,False,0,0.169038680276793
382,Tri-City,6,96,15,False,False,0,0.116122236161608
382,United,6,121,13,False,False,2,0.0693961700145084
382,Uranium,6,121,-10,False,False,6,0.232221105621747
382,Valley Power,6,144,12,False,False,3,0.0904747364996743
382,CCity Bonds,7,100,0,False,False,5,0.05
382,Growth Corp,7,104,8,False,False,1,0.122903667342766
382,Metro Prop,7,88,6,False,False,0,0.0872893569322656
382,Pioneer,7,82,4,False,False,4,0.11408016699742
382,Shady,7,107,-4,False,False,0,0.0130057893476729
382,Stryker,7,143,40,False,False,0,0.200368799460552
382,Tri-City,7,104,8,False,False,0,0.11143810718614
382,United,7,125,4,False,False,2,0.0665662567066506
382,Uranium,7,109,-12,False,False,6,0.191962836695854
382,Valley Power,7,147,3,False,False,3,0.0835021550949589
382,CCity Bonds,8,100,0,False,False,5,0.05
382,Growth Corp,8,112,8,False,False,1,0.118358016617228
382,Metro Prop,8,94,6,False,False,0,0.0849009145884597
382,Pioneer,8,86,4,False,False,4,0.112015268073962
382,Shady,8,103,-4,False,False,0,0.00670716848295209
382,Stryker,8,92,40,True,False,0,0.211161860367144
382,Tri-City,8,112,8,False,False,0,0.107123728403257
382,United,8,129,4,False,False,2,0.0642454746183193
382,Uranium,8,97,-12,False,False,6,0.161086748163918
382,Valley Power,8,75,3,True,False,3,0.0807174469325788
382,CCity Bonds,9,100,0,False,False,5,0.05
382,Growth Corp,9,120,8,False,False,1,0.114135697310552
382,Metro Prop,9,100,6,False,False,0,0.0825596782157467
382,Pioneer,9,90,4,False,False,4,0.109905044489516
382,Shady,9,99,-4,False,False,0,0.00164693293414512
382,Stryker,9,132,40,False,False,0,0.236008610181423
382,Tri-City,9,120,8,False,False,0,0.103157599850514
382,United,9,133,4,False,False,2,0.0622750472059479
382,Uranium,9,85,-12,False,False,6,0.136315368356473
382,Valley Power,9,78,3,False,False,3,0.0806377306067368
382,CCity Bonds,10,100,0,False,False,5,0.05
382,Growth Corp,10,126,6,False,False,1,0.10855546091283
382,Metro Prop,10,104,4,False,False,0,0.078303710394172
382,Pioneer,10,93,3,False,False,4,0.106692317818342
382,Shady,10,102,3,False,False,0,0.00451254267103364
382,Stryker,10,117,-15,False,False,0,0.201044112799644
382,Tri-City,10,125,5,False,False,0,0.0970085065321296
382,United,10,141,8,False,False,2,0.0635663394778344
382,Uranium,10,77,-8,False,False,6,0.120330890344355
382,Valley Power,10,83,5,False,False,3,0.0828303678024734
383,CCity Bonds,1,100,0,False,False,5,0.05
383,Growth Corp,1,111,11,False,False,1,0.12
383,Metro Prop,1,118,18,False,False,0,0.18
383,Pioneer,1,114,14,False,False,4,0.18
383,Shady,1,111,11,False,False,0,0.11
383,Stryker,1,84,67,True,False,0,0.68
383,Tri-City,1,115,15,False,False,0,0.15
383,United,1,122,22,False,False,2,0.24
383,Uranium,1,118,18,False,False,6,0.24
383,Valley Power,1,113,13,False,False,3,0.16
383,CCity Bonds,2,100,0,False,False,5,0.05
383,Growth Corp,2,117,6,False,False,1,0.0915315315315316
383,Metro Prop,2,122,4,False,False,0,0.106949152542373
383,Pioneer,2,117,3,False,False,4,0.120701754385965
383,Shady,2,114,3,False,False,0,0.0685135135135135
383,Stryker,2,69,-15,False,False,0,0.250714285714286
383,Tri-City,2,120,5,False,False,0,0.0967391304347825
383,United,2,130,8,False,False,2,0.160983606557377
383,Uranium,2,110,-8,False,False,6,0.111525423728814
383,Valley Power,2,118,5,False,False,3,0.115398230088496
383,CCity Bonds,3,100,0,False,False,5,0.05
383,Growth Corp,3,143,26,False,False,1,0.137944097944098
383,Metro Prop,3,138,16,False,False,0,0.115015282022784
383,Pioneer,3,142,25,False,False,4,0.163088918878393
383,Shady,3,122,8,False,False,0,0.0690674885411728
383,Stryker,3,55,-14,False,False,0,0.0995100069013112
383,Tri-City,3,141,21,False,False,0,0.122826086956522
383,United,3,144,14,False,False,2,0.148348045397226
383,Uranium,3,106,-4,False,False,6,0.0804108885464817
383,Valley Power,3,135,17,False,False,3,0.133429328533573
383,CCity Bonds,4,100,0,False,False,5,0.05
383,Growth Corp,4,148,5,False,False,1,0.113947583947584
383,Metro Prop,4,145,7,False,False,0,0.0989426209373779
383,Pioneer,4,141,-1,False,False,4,0.127598379299639
383,Shady,4,119,-3,False,False,0,0.045653075422273
383,Stryker,4,100,45,False,False,0,0.279177959721438
383,Tri-City,4,147,6,False,False,0,0.102757863089732
383,United,4,134,-10,False,False,2,0.0973721451590304
383,Uranium,4,116,10,False,False,6,0.0980440154664651
383,Valley Power,4,139,4,False,False,3,0.113034959363143
383,CCity Bonds,5,100,0,False,False,5,0.05
383,Growth Corp,5,77,6,True,False,1,0.101968877968878
383,Metro Prop,5,149,4,False,False,0,0.0846713381292127
383,Pioneer,5,144,3,False,False,4,0.112007781453896
383,Shady,5,122,3,False,False,0,0.0415644771445411
383,Stryker,5,85,-15,False,False,0,0.19334236777715
383,Tri-City,5,76,5,True,False,0,0.0890090115602208
383,United,5,142,8,False,False,2,0.0928230892615527
383,Uranium,5,108,-8,False,False,6,0.0749869365111031
383,Valley Power,5,144,5,False,False,3,0.101938758857421
383,CCity Bonds,6,100,0,False,False,5,0.05
383,Growth Corp,6,97,20,False,False,1,0.13042861042861
383,Metro Prop,6,82,15,True,False,0,0.0873379719309434
383,Pioneer,6,80,15,True,False,4,0.121117595656024
383,Shady,6,129,7,False,False,0,0.0441999058171722
383,Stryker,6,65,-20,False,False,0,0.121902953539782
383,Tri-City,6,91,15,False,False,0,0.107068913142289
383,United,6,78,13,True,False,2,0.0984793349480075
383,Uranium,6,98,-10,False,False,6,0.0563162742530797
383,Valley Power,6,78,12,True,False,3,0.105782299047851
383,CCity Bonds,7,100,0,False,False,5,0.05
383,Growth Corp,7,106,9,False,False,1,0.126523492296688
383,Metro Prop,7,92,10,False,False,0,0.092282721585408
383,Pioneer,7,87,7,False,False,4,0.123457939133735
383,Shady,7,124,-5,False,False,0,0.0323485349972218
383,Stryker,7,45,-20,False,False,0,0.0605322019351979
383,Tri-City,7,103,12,False,False,0,0.110611658674552
383,United,7,99,21,False,False,2,0.126535400651406
383,Uranium,7,116,18,False,False,6,0.0832565149574503
383,Valley Power,7,85,7,False,False,3,0.108985560356033
383,CCity Bonds,8,100,0,False,False,5,0.05
383,Growth Corp,8,112,6,False,False,1,0.118962772740734
383,Metro Prop,8,96,4,False,False,0,0.0861821639959276
383,Pioneer,8,90,3,False,False,4,0.118083168006386
383,Shady,8,127,3,False,False,0,0.0313291616709562
383,Stryker,8,30,-15,False,False,0,0.0112990100266315
383,Tri-City,8,108,5,False,False,0,0.102853162505282
383,United,8,107,8,False,False,2,0.123344738196243
383,Uranium,8,108,-8,False,False,6,0.0706942781739759
383,Valley Power,8,90,5,False,False,3,0.107127071193882
383,CCity Bonds,9,100,0,False,False,5,0.05
383,Growth Corp,9,118,6,False,False,1,0.112689131325097
383,Metro Prop,9,100,4,False,False,0,0.0812359976260097
383,Pioneer,9,93,3,False,False,4,0.113604791314319
383,Shady,9,130,3,False,False,0,0.0304728156235271
383,Stryker,9,15,-15,False,False,0,-0.0455119910874387
383,Tri-City,9,113,5,False,False,0,0.0965690662598391
383,United,9,115,8,False,False,2,0.120023983277242
383,Uranium,9,100,-8,False,False,6,0.0607817452081432
383,Valley Power,9,95,5,False,False,3,0.105100606493327
383,CCity Bonds,10,100,0,False,False,5,0.05
383,Growth Corp,10,124,6,False,False,1,0.107352421582418
383,Metro Prop,10,104,4,False,False,0,0.0771123978634088
383,Pioneer,10,96,3,False,False,4,0.109771193903317
383,Shady,10,133,3,False,False,0,0.0297332263688667
383,Stryker,10,85,-15,False,True,0,-0.140960791978695
383,Tri-City,10,118,5,False,False,0,0.0913369383949171
383,United,10,123,8,False,False,2,0.116717237123431
383,Uranium,10,92,-8,False,False,6,0.0527035706873289
383,Valley Power,10,100,5,False,False,3,0.103011598475573
384,CCity Bonds,1,100,0,False,False,5,0.05
384,Growth Corp,1,120,20,False,False,1,0.21
384,Metro Prop,1,115,15,False,False,0,0.15
384,Pioneer,1,115,15,False,False,4,0.19
384,Shady,1,107,7,False,False,0,0.0700000000000001
384,Stryker,1,80,-20,False,False,0,-0.2
384,Tri-City,1,115,15,False,False,0,0.15
384,United,1,113,13,False,False,2,0.15
384,Uranium,1,90,-10,False,False,6,-0.04
384,Valley Power,1,112,12,False,False,3,0.15
384,CCity Bonds,2,100,0,False,False,5,0.05
384,Growth Corp,2,139,19,False,False,1,0.188333333333333
384,Metro Prop,2,139,24,False,False,0,0.179347826086956
384,Pioneer,2,132,17,False,False,4,0.186304347826087
384,Shady,2,116,9,False,False,0,0.0770560747663551
384,Stryker,2,75,-5,False,False,0,-0.13125
384,Tri-City,2,141,26,False,False,0,0.18804347826087
384,United,2,126,13,False,False,2,0.141371681415929
384,Uranium,2,83,-7,False,False,6,-0.0255555555555556
384,Valley Power,2,127,15,False,False,3,0.155357142857143
384,CCity Bonds,3,100,0,False,False,5,0.05
384,Growth Corp,3,75,11,True,False,1,0.156730615507594
384,Metro Prop,3,75,11,True,False,0,0.145944114273798
384,Pioneer,3,127,-5,False,False,4,0.121677646025472
384,Shady,3,109,-7,False,False,0,0.0312557739821678
384,Stryker,3,105,30,False,False,0,0.0458333333333333
384,Tri-City,3,76,10,True,False,0,0.151367046972967
384,United,3,115,-11,False,False,2,0.0704382638010956
384,Uranium,3,65,-18,False,False,6,-0.0652298081213744
384,Valley Power,3,123,-4,False,False,3,0.100946756655418
384,CCity Bonds,4,100,0,False,False,5,0.05
384,Growth Corp,4,98,23,False,False,1,0.197547961630695
384,Metro Prop,4,103,28,False,False,0,0.202791419038682
384,Pioneer,4,125,-2,False,False,4,0.0951952423931198
384,Shady,4,120,11,False,False,0,0.048671188284791
384,Stryker,4,81,56,True,False,0,0.170089285714286
384,Tri-City,4,95,19,False,False,0,0.176025285229726
384,United,4,145,30,False,False,2,0.122393915242126
384,Uranium,4,94,29,False,False,6,0.0856930285243538
